조사서번호,화재발생년월일,읍면동,세부주소,대상(도로)명,지역대거리,지번동,지번리,도로명주소,위도,경도
'130507213648557,2013-05-07 19:29,부여읍,' - 염창교차로,오토바이,0,부여읍,능산리,,0,0
'130510190528354,2013-05-10 16:36,초촌면,'242-3 ,주택,3,초촌면,산직리,산사로 29-14,0,0
'130514133424588,2013-05-14 11:33,부여읍,'162- ,기타 - 야외,0,부여읍,상금리,,0,0
'130515164926336,2013-05-15 15:26,석성면,'8-1 ,,0,석성면,정각리,,0,0
'130516160128329,2013-05-16 14:10,양화면,'237- ,주택(헛간),0,양화면,족교리,충절로239번길 39-18,0,0
'130516234519517,2013-05-16 22:24,옥산면,'145- ,신안로96번길 29번,0,옥산면,신안리,신안로96번길 29,0,0
'130517184038695,2013-05-17 9:36,홍산면,'104-1 ,산림,0,홍산면,상천리,,0,0
'130517184706604,2013-05-17 13:04,규암면,'9-7 ,산림,0,규암면,모리,,0,0
'130517182206717,2013-05-17 14:44,옥산면,'198- ,주택,0,옥산면,중양리,중양로 197,0,0
'130518215930782,2013-05-18 18:41,임천면,'47-1 ,임야,0,임천면,칠산리,부흥로 296-39,0,0
'130524222005543,2013-05-24 18:57,장암면,'61- 장병국 댁,주택,0,장암면,합곡리,합하로2번길 38,0,0
'130526113958406,2013-05-26 10:50,규암면,'1099- 하우스 부근,,0,규암면,합송리,,0,0
'130605143836449,2013-06-05 12:15,석성면,'544- ,단독주택(창고),5.6,석성면,봉정리,석성남로232번길 64,0,0
'130605191313351,2013-06-05 17:18,옥산면,'379-17 대나무 화재,기타-야외,0,옥산면,가덕리,옥산동로256번길 19,0,0
'130610162926030,2013-06-10 14:11,구룡면,'17-1 ,임야,0,구룡면,죽절리,,0,0
'130615002340163,2013-06-14 23:10,홍산면,'137-10 ,기타 - 야외(도로),0,홍산면,북촌리,북토로 18,0,0
'130629153156311,2013-06-29 13:22,홍산면,'162-10 ,근린생활시설,0,홍산면,남촌리,홍산로 49,0,0
'130701153010534,2013-07-01 13:44,초촌면,' - 산 4번지,,0,초촌면,추양리,,0,0
'130701182336087,2013-07-01 15:47,세도면,'660- ,,0,세도면,동사리,성흥로 476-26,0,0
'130702171533321,2013-07-02 16:44,부여읍,'366-1 ,,0,부여읍,구아리,나성로 86-1,0,0
'130719172519934,2013-07-19 16:29,부여읍,'277-9 낙지마당,,0,부여읍,동남리,궁남로 27,0,0
'130722173622049,2013-07-22 12:57,석성면,'11-5 ,임야,0,석성면,봉정리,,0,0
'130722174308028,2013-07-22 13:52,세도면,'73-1 ,기타,0,세도면,가회리,,0,0
'130722182440517,2013-07-22 15:49,구룡면,'118- ,주택(헛간),0,구룡면,주정리,흥수로322번길 44-2,0,0
'130725040635655,2013-07-25 2:30,부여읍,'229-1 도로상,자동차,0,부여읍,구아리,석탑로 49,0,0
'130729102657571,2013-07-29 9:07,규암면,'254-1 ,기타 - 컨테이너(창고),0,규암면,오수리,,0,0
'130731101703729,2013-07-31 8:59,은산면,' - 공주 서천 고속도로 / 부여IC 인근,,0,은산면,가중리,,0,0
'130804072652471,2013-08-04 5:47,양화면,'170- 외 1필지,,0,양화면,벽용리,충절로 99,0,0
'130810145656244,2013-08-10 12:41,부여읍,'117- ,기타야외 -  전신주,0,부여읍,가증리,,0,0
'130810153508018,2013-08-10 12:53,세도면,'136- ,동식물시설 - 계사,3,세도면,청송리,,0,0
'130811152625780,2013-08-11 13:44,초촌면,'503- ,주거시설 - 기타(컨테이너),0,초촌면,세탑리,세탑로 308-16,0,0
'130815224447268,2013-08-15 18:54,초촌면,'435-3 ,근린생활시설 - 노래연습장(코코스노래방),0.1,초촌면,추양리,초촌로 18,0,0
'130816141807017,2013-08-16 13:13,규암면,'74-41 ,기타 - 야외화재,0,규암면,외리,충절로 2227-38,0,0
'130816225800361,2013-08-16 19:57,석성면,'456-21 석성초등학교,석성초등학교(플라타너스나무),0,석성면,석성리,석성로106번길 1-4,0,0
'130816230510651,2013-08-16 20:39,부여읍,' - 구드래선착장 주차장,기타 - 우수관 맨홀,0,부여읍,구교리,,0,0
'130817072812462,2013-08-17 3:35,남면,'281- ,부여인동주,0,남면,회동리,남성로426번길 60,0,0
'130822021839871,2013-08-22 0:40,홍산면,'93- 남촌맨션 503호,,0,홍산면,남촌리,홍산로30번길 26,0,0
'130822225245554,2013-08-22 20:37,부여읍,'145-5 수정상가,친구대리운전,0,부여읍,구아리,사비로 112,0,0
'130830101013782,2013-08-30 8:58,부여읍,'81-3 ,,0,부여읍,관북리,성왕로 239-6,0,0
'130904155131957,2013-09-04 14:23,구룡면,'96-5 임야,임야,0,구룡면,죽절리,,0,0
'130914005542887,2013-09-13 22:54,구룡면,'165-2 ,이성규단독주택,0,구룡면,현암리,망해로155번길 33-4,0,0
'130914082313680,2013-09-14 7:04,부여읍,'563-1 대백제로,대우타타25톤(충남88바2310),0,부여읍,능산리,,0,0
'130916175236149,2013-09-16 16:25,구룡면,'226- ,단독주택,1.1,구룡면,논티리,흥수로 89-7,0,0
'130918124222007,2013-09-18 10:27,부여읍,'145-5 ,수정상가(부여경로한의원),0,부여읍,구아리,사비로 112,0,0
'130926075817799,2013-09-26 5:10,세도면,'28-34 ,이태용비닐하우스,0,세도면,가회리,가회로 51-11,0,0
'130926212222248,2013-09-26 20:13,부여읍,'643-1 부여여고 앞,임상묵단독주택,0,부여읍,쌍북리,성왕로 269-7,0,0
'130929124054847,2013-09-27 18:29,충화면,'78-5 복심저수지,단풍나무,0,충화면,만지리,,0,0
'130927235531626,2013-09-27 19:53,충화면,'462-3 충화초등학교앞 주택,공가주택,0,충화면,천당리,,0,0
'131001003832200,2013-09-30 22:21,부여읍,'164-2 부여고추상회,부여고추상회,0,부여읍,구아리,사비로100번길 15,0,0
'131006062741955,2013-10-06 4:45,홍산면,'172-8 ,정규화단독주책,0,홍산면,좌홍리,대백제로848번길 20-7,0,0
'131006144619925,2013-10-06 12:08,부여읍,'575-4 ,박찬영-단독주택,0,부여읍,동남리,성말로 17-1,0,0
'131008200638783,2013-10-08 18:54,은산면,'134-1 ,김옥분-단독주택,0,은산면,나령리,,0,0
'131011115705533,2013-10-11 9:25,부여읍,'518-3 스팀당구장 앞 주택,김정희-단독주택,0,부여읍,동남리,부장대로 28-1,0,0
'131016002405052,2013-10-15 21:10,석성면,'20- 변창구 댁,버섯재배사,0,석성면,현내리,현내로48번길 19-5,0,0
'131018193734564,2013-10-18 18:00,세도면,'667-1 ,주거시설 - 단독주택,0,세도면,수고리,사동로264번길 30-9,0,0
'131020143732090,2013-10-20 13:05,은산면,'734-3 답,비닐하우스,0,은산면,내지리,,0,0
'131024160304327,2013-10-24 14:35,구룡면,'191-2 ,윤학수 단독주택,0,구룡면,죽절리,망해로74번길 33,0,0
'131026155053162,2013-10-26 13:50,세도면,'478-3 답,비닐하우스,0,세도면,귀덕리,,0,0
'131027015052694,2013-10-26 23:24,옥산면,'36-12 ,이규홍-폐버섯재배사,0,옥산면,내대리,,0,0
'131027151730787,2013-10-27 11:43,부여읍,'149-2 ,박창규의 관리기,0,부여읍,중정리,금성로211번길 24-4,0,0
'131101215253198,2013-11-01 19:51,부여읍,'219-1 ,기술자떡집(손남희),0,부여읍,구아리,중앙로 13,0,0
'131103203604291,2013-11-03 18:22,부여읍,'163- ,주택,0,부여읍,송곡리,수락로36번길 12,0,0
'131103234448069,2013-11-03 21:14,은산면,'47-6 ,주택,0,은산면,회곡리,회곡저실로 15,0,0
'131105120026543,2013-11-05 10:47,부여읍,'492-2 ,최종열-단독주택,0,부여읍,염창리,동문로80번길 18-3,0,0
'131108160543685,2013-11-08 13:55,임천면,'131- ,기타 - 야외,0,임천면,만사리,만가로 42-20,0,0
'131109063120412,2013-11-09 4:18,규암면,'217-34 ,한림학원,0,규암면,외리,계백로11번길 12-4,0,0
'131114110455978,2013-11-14 9:25,세도면,'443-3 공터(야외),농업용기계 - 콤바인,0,세도면,가회리,,0,0
'131119052848856,2013-11-19 3:07,은산면,'52- ,안병식-창고,0,은산면,합수리,합수로53번길 91-8,0,0
'131119182909265,2013-11-19 17:05,부여읍,'271- ,주택(공가),0,부여읍,석목리,,0,0
'131120183650455,2013-11-20 16:36,임천면,'94- ,주택(점포),0,임천면,군사리,성흥로 107-1,0,0
'131125150747820,2013-11-25 12:38,부여읍,'616- ,제칠일안식일예수재림교부여교회,0,부여읍,쌍북리,흑천로 22,0,0
'131130102554381,2013-11-30 8:35,부여읍,' - 성왕로 육교밑 도로상,시내버스,0,부여읍,쌍북리,,0,0
'131204095920556,2013-12-04 6:27,부여읍,'9-19 ,부여미디어센터,0,부여읍,동남리,의열로29번길 25,0,0
'131205025022750,2013-12-05 0:35,부여읍,'642-1 (홍내로 124번길 28-28) 도로상,자동차,0,부여읍,정동리,,0,0
'131206183611739,2013-12-06 15:15,외산면,'451-3 ,장항농장,0,외산면,장항리,만수로 366-36,0,0
'131208150529025,2013-12-08 12:42,홍산면,' - 산 90-19번지,임야,0,홍산면,상천리,,0,0
'131211171924024,2013-12-11 14:44,남면,'105- ,단독주택(조옥녀),0,남면,금천리,금천동로26번길 11-2,0,0
'131214141907793,2013-12-14 11:43,홍산면,'120-22 .,,0,홍산면,정동리,홍산정동로38번길 6-5,0,0
'131215135351432,2013-12-15 12:19,규암면,'134-9 ,주거시설 - 단독주택,0,규암면,외리,수북로13번길 18-3,0,0
'131215220440714,2013-12-15 19:46,옥산면,'255- ,주택,0,옥산면,홍연리,홍연로26번길 11-5,0,0
'131217164922130,2013-12-17 15:22,규암면,'138-1 ,이용규 건물,0,규암면,부여두리,부두로277번길 33-5,0,0
'131218163711774,2013-12-18 14:02,세도면,' - 고수부지,고수부지,0,세도면,사산리,,0,0
'131218170721290,2013-12-18 14:42,충화면,'598-1 ,주택,0,충화면,만지리,만지서로206번길 42-5,0,0
'131219034042607,2013-12-19 1:18,옥산면,'77-4 ,녹색나라(신종현),0,옥산면,수암리,,0,0
'131221214652807,2013-12-21 20:08,세도면,'107-1 ,주택,0,세도면,동사리,성흥로 584-43,0,0
'131223134853530,2013-12-23 10:28,세도면,'713-4 부흥로상,1톤화물자동차(85두4243),0,세도면,청포리,,0,0
'131228061218741,2013-12-28 3:07,임천면,'370- ,주택,0,임천면,군사리,,0,0
'140104225756047,2014-01-04 21:20,임천면,'344-10 임천가든(주차장),"자동차(현대, 에쿠스)",0,임천면,군사리,충절로 1306-4,0,0
'140106140907364,2014-01-06 9:59,외산면,'55-1 (주) 부여산업개발,기타-야적장,0,외산면,장항리,,0,0
'140109223452177,2014-01-09 20:39,초촌면,'503- ,동식물시설 - 견사,0,초촌면,세탑리,세탑로 308-16,0,0
'140110171449404,2014-01-10 15:43,양화면,'462-1 ,최송인 하수관,0,양화면,족교리,충절로239번길 128,0,0
'140111003728508,2014-01-10 21:19,장암면,'797-8 ,동식물시설 - 돈사,0,장암면,지토리,위덕로성북4길 75,0,0
'140111211753725,2014-01-11 19:45,부여읍,'76- ,신애공업사(유신애건물),0,부여읍,중정리,금성로 177,0,0
'140114053726261,2014-01-14 3:48,임천면,' - 임천 외곽 도로상,자동차,0,임천면,군사리,,0,0
'140117152133453,2014-01-17 12:39,부여읍,'417-2 ,주택(공가),0,부여읍,동남리,정림로 96-27,0,0
'140118121948198,2014-01-18 8:12,장암면,'562- 남산골가든,남산골가든,0,장암면,하황리,의자로 579,0,0
'140119140550072,2014-01-19 12:22,홍산면,'182-2 ,기타 - 밭,0,홍산면,토정리,,0,0
'140121032732025,2014-01-20 22:54,은산면,'11-2 ,주택,0,은산면,가곡리,매화로146번길 107-25,0,0
'140123014614864,2014-01-22 23:29,양화면,'196-11 ,주거시설 - 단독주택,0,양화면,족교리,충절로 227,0,0
'140126121343006,2014-01-26 9:17,규암면,'40-70 (주)알에스전기통신,근린생활시설 - 전기통신사무실,0,규암면,외리,딴펄로 8,0,0
'140127090017591,2014-01-27 5:34,부여읍,'583-3 ,동남교회,0,부여읍,쌍북리,계백로 402,0,0
'140127085051953,2014-01-27 6:00,석성면,'1320-175 답,짚롤,0,석성면,증산리,,0,0
'140127154049939,2014-01-27 13:52,은산면,'39-2  부여IC 근처 부여지사,조부현임야(밤나무),0,은산면,가중리,라복로 257-6,0,0
'140129144134941,2014-01-29 8:38,초촌면,'461- ,주택,0,초촌면,소사리,산사로 95,0,0
'140129150513683,2014-01-29 10:38,은산면,'306-4 ,주택,0,은산면,장벌리,은북로533번길 49,0,0
'140129155416241,2014-01-29 10:42,장암면,'523- ,주택,0,장암면,석동리,석동로 21-28,0,0
'140129162453800,2014-01-29 11:23,남면,'116-18 ,주택,0,남면,대선리,대선로 53-14,0,0
'140129231258795,2014-01-29 21:14,부여읍,'513- ,부여폐차장,0,부여읍,염창리,동문로142번길 2,0,0
'140130202210658,2014-01-30 18:45,구룡면,'16-2 ,안윤식심야전기보일러,0,구룡면,논티리,구룡로 343-10,0,0
'140131165836703,2014-01-31 14:27,충화면,'93-1 ,임야 - 사유림,0,충화면,가화리,,0,0
'140131205843438,2014-01-31 18:24,부여읍,'620-1 주택화재/부여 동남리 620-1,잎새버섯농원,0,부여읍,동남리,계백로 311,0,0
'140203183039630,2014-02-01 13:35,장암면,'384-1 ,기타 야외 - 밭,0,장암면,석동리,,0,0
'140202010226729,2014-02-02 0:03,부여읍,'732-1 ,냉장.냉동고,0,부여읍,쌍북리,,0,0
'140204190409505,2014-02-04 16:43,장암면,'37-2 외2필지,장암초등학교병설유치원(석동로112),0,장암면,석동리,,0,0
'140206215829828,2014-02-06 20:25,남면,'254-6 ,이재준짚가리,0,남면,삼용리,,0,0
'140216093148764,2014-02-16 7:34,초촌면,'24-8 주식회사 협성,주식회사 협성,4,초촌면,세탑리,금백로 960-14,0,0
'140218155333205,2014-02-18 14:20,부여읍,'398-3 ,기타 - 컨테이너,0,부여읍,가탑리,금성로43번길 10-1,0,0
'140219102530545,2014-02-19 9:05,부여읍,'100-2 ,기타 - 비닐하우스,0,부여읍,자왕리,,0,0
'140219144158417,2014-02-19 12:52,장암면,'87-6 ,임야,0,장암면,합곡리,,0,0
'140220150359922,2014-02-20 12:35,초촌면,'206- ,기타(야외) - 전신주,1.1,초촌면,추양리,,0,0
'140221174901633,2014-02-21 15:22,임천면,'133-1 ,기타 - 밭,0,임천면,칠산리,,0,0
'140224182405524,2014-02-21 16:45,초촌면,'386- ,기타 - 야외,0.7,초촌면,응평리,선사로29번길 17,0,0
'140222162017300,2014-02-22 10:37,임천면,'23-1 ,주택,0,임천면,칠산리,,0,0
'140222165913621,2014-02-22 12:14,양화면,'81- ,임야,0,양화면,벽용리,,0,0
'140222192055230,2014-02-22 17:37,구룡면,'418-2 답,기타,0,구룡면,주정리,,0,0
'140223171804653,2014-02-23 14:33,은산면,'3-1 은산공동묘지,은산공동묘지,0,은산면,은산리,,0,0
'140223182055357,2014-02-23 15:34,홍산면,'138-1 외 2필지,윤승병임야,0,홍산면,교원리,,0,0
'140223211655429,2014-02-23 19:32,세도면,'166-4 ,국유림,2.8,세도면,동사리,,0,0
'140224164438979,2014-02-24 12:23,초촌면,'361-10 외 1필지,기타 - 대나무,2.6,초촌면,초평리,,0,0
'140225172502602,2014-02-25 15:01,옥산면,'127-13 ,헛간,0,옥산면,가덕리,,0,0
'140226000952785,2014-02-25 20:07,세도면,'618- ,유헌열 땔감,2.6,세도면,청송리,,0,0
'140228060059473,2014-02-28 2:13,옥산면,'152-3 ,유영배주택,0,옥산면,중양리,중양로 164-2,0,0
'140228144158296,2014-02-28 12:09,임천면,'747-  관상수밭,관상수밭,0,임천면,구교리,,0,0
'140302080413176,2014-03-02 5:24,규암면,'320-5 서해가든 옆,김장봉주택,0,규암면,외리,충절로 2063,0,0
'140302113716547,2014-03-02 10:02,규암면,'157- ,주거시설 - 단독주택(공가),0,규암면,내리,,0,0
'140303181921386,2014-03-03 13:58,외산면,'19-5 ,김기훈임야,4.5,외산면,화성리,,0,0
'140303183402218,2014-03-03 14:05,충화면,'39-2 ,강릉유씨종중,0,충화면,복금리,,0,0
'140303184535371,2014-03-03 16:40,충화면,'123- ,문화유씨 종중,0,충화면,만지리,,0,0
'140304154958970,2014-03-04 14:40,규암면,'59-3 ,윤석화 소나무,0,규암면,반산리,,0,0
'140305182832079,2014-03-05 14:18,양화면,'29-1 웅포대교 서천방향 쪽,국유림임야,0,양화면,시음리,,0,0
'140305234800862,2014-03-05 21:18,홍산면,'104-3 ,주택(공가),0,홍산면,조현리,,0,0
'140306101217834,2014-03-06 5:14,양화면,'29-1 ,임야(재발화),0,양화면,시음리,,0,0
'140306144325446,2014-03-06 13:38,부여읍,'235- ,매실나무,0,부여읍,동남리,,0,0
'140307170706886,2014-03-07 14:57,규암면,'873-6 ,김영선창고,0,규암면,나복리,,0,0
'140308141956473,2014-03-08 12:07,홍산면,'50-1 ,임야,0,홍산면,정동리,,0,0
'140308155846084,2014-03-08 13:54,장암면,'3-1 ,임야,0,장암면,석동리,,0,0
'140308172238934,2014-03-08 16:08,부여읍,'26-3 ,임야,0,부여읍,정동리,,0,0
'140311032720379,2014-03-11 2:13,충화면,'37- ,유영선1화물차(94고4827),0,충화면,복금리,가림로354번길 22-9,0,0
'140311161003262,2014-03-11 14:23,은산면,"'610- 외 1개소(비닐하우스, 613)","기타 - 야외(밭, 비닐하우스)",0,은산면,신대리,,0,0
'140311165946142,2014-03-11 14:29,은산면,'217-5 ,기타 - 야외(짚가리),4.3,은산면,홍산리,,0,0
'140315050559330,2014-03-15 2:46,은산면,'446- ,김복수단독주택,0,은산면,내지리,내지로93번길 52-5,0,0
'140316183428828,2014-03-16 17:10,석성면,'196-3 ,가로수(부여군),0,석성면,증산리,,0,0
'140317145813808,2014-03-17 11:08,임천면,'195-2 ,기타,0,임천면,구교리,,0,0
'140321201017005,2014-03-21 18:51,석성면,'401- ,주거시설 - 단독주택,0,석성면,정각리,대백제로 2963-6,0,0
'140322123315286,2014-03-22 10:45,부여읍,'30-1 ,임야-하동정씨종중,0,부여읍,능산리,능안로7번길 20,0,0
'140322161215722,2014-03-22 14:09,내산면,'4-1 ,임야-정재봉,7,내산면,금지리,삽티로 622-15,0,0
'140323131823682,2014-03-23 11:39,남면,'238-1 ,기타 - 묘지,0,남면,삼용리,,0,0
'140323164415468,2014-03-23 14:11,석성면,'654- ,주거시설 - 단독주택(공가),0.6,석성면,석성리,석성북로 43-8,0,0
'140323174247784,2014-03-23 15:34,초촌면,'207-1 ,기타 - 야외,3,초촌면,연화리,연추로86번길 15,0,0
'140324172333788,2014-03-24 15:10,초촌면,'24-16 ,들불(이윤상),2,초촌면,송국리,,0,0
'140327234609813,2014-03-27 22:28,규암면,'210-1 ,주거시설 - 단독주택,0,규암면,외리,계백로11번길 10-8,0,0
'140328152932144,2014-03-28 14:13,규암면,'69-1 ,묘지,0,규암면,반산리,충절로2291번길 3-40,0,0
'140403164021967,2014-04-03 15:28,부여읍,'4-4 ,자동차,0,부여읍,구교리,,0,0
'140404150137833,2014-04-04 13:23,초촌면,'618- ,단독주택,4.6,초촌면,산직리,초평로98번길 38-1,0,0
'140405234326962,2014-04-05 12:39,석성면,'9- 외 6필지,임야,0,석성면,봉정리,,0,0
'140406144107815,2014-04-06 11:21,남면,'22-1 ,임야(이황철),2,남면,송암리,,0,0
'140407043942689,2014-04-07 2:53,옥산면,' - 4번국도 서천방향,차량(유영만),0,옥산면,대덕리,,0,0
'140407163124712,2014-04-07 13:29,규암면,'165-11 ,기타(짚롤),0,규암면,합송리,합송서로 186-99,0,0
